text	label	proposed_label	confidence	final_label
Poèeo sam gledati s malim oèekivanjem , ali na kraju sam se osjeæao zaintrigiran i prilièno gladan za više .	2	1	0.26333052058920914	2
Ali opæenito , oni su svoje uloge odigrali adekvatno i na njih nemam zamjerke .	2	1	0.1916043274178807	2
Hemija izmeðu njih dvojice ? ?	1			
Godina 2015	1			
Èak su se ukljuèili i vojni izvoðaèi za hvatanje i ubijanje zaraženih životinja koje su ukljuèivale i vuka .	1			
Upravo je ta misterija koja stvari otkucava , premda ima nekoliko lijepih zaokreta na putu za svakog lika da biste se vratili po još .	2			
Sviða mi se lik Paul Blackthorne kao otac ljubavi koji je imao dilemu kada je u pitanju korištenje dara njegove kæeri za rješavanje sluèajeva i mislim da je Harriet Dyer prilièno uvjerljiva kao Cassie .	2	1	0.2413331530267086	2
Bio je to stvarno svjež pogled na naèin na koji su stvoreni Transformersovi filmovi .	2			
Ono što me zaista oduševilo u ovom filmu su nevjerojatni posebni efekti koji su vratili toliko sjeæanja na Terminator 2 : Sudnji dan 1991 . godine .	2	1	0.22013205747634018	2
Redatelj : Lisa Joy , Jonathan Nolan	1			
Bilo je i nekoliko zabavnih trenutaka od Chris Pratta koji je bio šarmantan kao i obièno i Franklinov lik .	2	1	0.23377593962327392	2
Wild Oats	1			
Westworld , koji se velikim dijelom reklamirao i kao svojevrsna zamjena za Igru prijestolja , HBO-vu zlatnu koku koja , usprkos megapopularnosti , ima daleko manje epizoda ispred nego iza sebe , je svoj zaèetak imao prije nepunih pola stoljeæa kao cjeloveèernji film nastao upravo u produkciji MGM-a .	1	2	0.28247013640326873	1
Akcijske sekvence za koje mislim da su odliène , i s posebnim efektima koji su lijepo napravljeni , naroèito na vrhuncu scene .	2	1	0.2326948384608787	2
Niles Caulder aka šef ( Timothy Dalton – Dozvola za ubijanje , Hot Fuzz itd . )	1			
Moja djevojka je definitivno bila iskljuèena jer je uglavnom stavila ruke na oèi kako ne bi vidjela zastrašujuæe trenutke .	0	1	0.17258510358678625	1
Malo imamo Bellu vampiricu , malo Ketniss koja uèestvuje u “ Igrama gladi ” , te onu koja je “ Razlièita ” , ali svi se ti filmovi uglavnom vrte u krug .	1			
‘ Big Hero 6 ’ ima jednostavan recept za uspjeh jer nam plasira dovoljno momenata zabave , šarenolikih scena i zanimljivih momenata da nam ni na tren neæe biti dosadno .	2			
Moja djevojka je takoðer osjetila da je Jurassic World više bio po njenom ukusu , uglavnom zbog uvoðenja raptora kada su obuèavali Owena u tom filmu .	1			
Glavne uloge : Haley Bennett , Tim Roth , Sharlto Copley	1			
Spielberg je stvorio zapanjujuæi svijet pun znaèajki pop kulture ili da uživate u svakom dobrom èudaku .	2	1	0.15473754102765433	2
Trajanje filma : 01 : 53 : 00	1			
Pa da … ova serija ima dobru muziku .	2	1	0.16655199752061292	2
Jednom kad sam prešao u sredinu , veæ sam mogao predvidjeti što æe biti u potrazi za njih dvoje .	1			
Nakon sto sam vidio trailer prije sedmicu dana , primijetio sam da je film prikazan kao da je snimljen u IMAX 3D .	1			
Datum izlaska : 31 .	1			
Redatelj : Robert Stromberg	1			
Datum izlaska : 17 .	1			
Dakle , oèekivanja su visoko postavljena i krenuo sam s nadom da æe biti i ispunjenja .	2	1	0.2328434909244605	1
Netflix nastavlja svoj marš izvorne sadržajne dominacije sa svojim izdanjem Russian Doll .	2	1	0.24368761044658563	2
Ocjena : 9 / 10	2	1	0.08045191622739356	2
Nema ko nije htio pogledati ovaj film .	2	1	0.15023428701944033	2
Replike ( 2018 )	1			
U drugoj i kasnijim epizodama dobivate mnogo nevjerojatnih zapleta ispunjenih dvostrukim prijelazom , u kombinaciji s nekim akcijama .	2			
No , doista se osjeæalo kako se film previše usredotoèio na komièni dio .	0			
Oni su smiješni , neustrašivi i potpuno nepredvidivi .	2	1	0.11115628105568355	2
Ocjena : 6 / 10	1			
Milijarde – Billions 2017 Sezona 2 Recenzija Serije	1			
Ekipu za nastupe sastavio je Danny Bensi & Saunder Jurriaan i uradili su to sjajno .	2	1	0.22685724731005735	2
To æu kasnije obrazložiti , a sada da malo detaljnije obradim radnju filma .	1			
Kat se našla u ljubavnom trokutu izmeðu Marcusa i Justina , dok se njezina najbolja prijateljica Jenn našla u svom ljubavnom trokutu koji se pojavljuje blizu polovice sezone .	1			
IMDB Ocjena Serije : 7.4 / 10	1			
Nisu mogli vjerovati u Dannyjevu tvrdnju i izbacili su ga iz ureda .	0	1	0.1331253622009317	1
Nakon što preseli iz svog rodnog grada Minesote u San Francisco , emocije mlade Riley – Bijes , Gaðenje , Radost , Strah i Tuga dolaze u konflikt u želji da upravljaju njenim životom u novoj sredini .	1	2	0.33590428780183645	1
Sam autor romana Deighton koji danas ima cak 87 godina , prije poèetka snimanja serije je proèitao scenario i složio se da je SS-GB na putu da ekranizira njegove misli .	1			
Ono što ‘ Pixels ’ èini , kol ’ ko tol ’ ko drugaèijim od ostalih , pored svega što sam naveo , jeste i taj retro stil na koji itekako padam i ta živa animacija i rimejk nama dragih likova iz igrica , zbog èega je sve u svemu , ‘ Pixels ’ zanimljivo jednokratno ostvarenje a sve ovo važi u sluèaju da ste dijete ili neki buntovnik u duši .	1			
Ocjena : 6 / 10	1			
Dakle , ako je Gotham svojevrsni prequel prema Batmanu , Pennyworth je bio prethodnik Gothamu .	1			
Nisam razoèaran niti oduševljen , što ostavlja prostora samo jednoj ocjeni …	1			
Ocjena na IMDb.com mu je solidnih 6,2 / 10 a na Tomatoesima nezahvalno niskih 29% .	1	2	0.393560262906546	0
Mija živi u zabludi da je njen djed otkupio Okju , meðutim kada shvati da su predstavnici Mirando kompanije , meðu njima i lice Mirando kompanije , voditelj sve nepopularnije emisije o životinjama Dr . Džoni , došli po njenu prijateljicu , ona æe poæi u Seul u pokušaju da je vrati kuæi .	1			
Denis Villeneuve je reditelj filma i zbog svojih uradaka može se svrstati na vrh najboljih , a u jako kratko vrijeme je uspio izmamiti hvalospjeve , pažnju i mnogobrojne nagrade .	2	1	0.20164050259555508	2
koji je živio u palaèi nekako upoznao i privukao Bea .	1			
U svijetu u kojem postoje vile i magièna biæa , 16 - godišnja djevojèica Bloom ( Abigail Cowen ) poèela je iæi u specijalnu školu za vile u Alfei .	1	2	0.35084840603190187	1
Glavne uloge Glumci : Jack Bannon , Paloma Faith , Ben Aldridge , Hainsley Lloyd Bennett , Ryan Fletcher , Jason Flemyng , Polly Walker	1			
Ovaj film je toliko los da je pitanje na kraju koliko æe im se ovaj plan ostvariti .	0	1	0.18854565009845833	0
Glavne uloge : Hailee Steinfeld , Martin Short , Pamela Adlon , John Cena , Megyn Price , Marcella Bragio , Peter Cullen , Vanessa Ross , Kenneth Choi , John Ortiz , Jess Harnell , Glynn Turman , Gracie Dzienny .	1			
Godina 2016	1			
Bila je to za razliku od standardnih superherojskih serija s prikazanim puno supermoæi , ali umjesto toga mnogo se fokusiralo na razvoj karaktera i glumaèku ulogu bilo je ugodno vidjeti .	2	0	0.2928133757011039	2
CGI efekti su super , velike borbe i mjesta su prekrasna .	2	1	0.24232865792758346	2
Jedini lik koji me zanima bio je Karl Malus ( lijepo odigrao Callum Keith Rennie – Jigsaw , Into the Forest i sl .	2	1	0.2333669433657495	2
Tako lijepo svira violinu da je ponekad zastrašujuæe èak i da je posluša .	2			
Što se tièe ovog filma , odmah na poèetku – problem !	0	1	0.1228734688054146	0
Mislim , s ljudima koji više ili manje mogu varati smrt , mora dovesti do nekih zanimljivih pitanja .	1			
Good Girls ( Dobre Djevojke ) , serija koju je izvorno proizveo NBC , sve je više obožavatelja , posebno nakon što je u srpnju ukljuèena u katalog Netflixa .	1			
Kao što postoje filmovi èija se radnja dešava u avionima ili na brodu , podstoji i jedan mali podžanr , tj . filmovi s podmornicama , gdje se 70% i više radnje odvija èitavo vrijeme u podmornici .	1			
Oh , zapravo mi se sviðaju naslovi svake epizode koji se u potpunosti uklapaju u seriju , jer su uzeti iz odreðene dijagnoze .	2			
Bong Joon Ho kao režiser i scenarista je svakako najzahvalniji za uspjeh ovog filma , ali ne treba zaboraviti ni pojedine èlanove glumaèke ekipe .	2	1	0.25275622383050933	2
U meðuvremenu , èarobnjak ( Vincent D ’ Onofrio – Jurassic World , Daredevil TV series etc ) koji je vladao Ozom bio je sumnjièav prema njima , koji su došli u njegov svijet kroz tornado , pa je uputio svog èovjeka Eamonn ( Mido Hamada ) da potraži osobe i ubije ih kako bi osigurali sigurnost Oza .	0			
Ima još nešto u filmu , taj neki hladan i nezainteresovan nastup glumaca i kad se to doda uz sve ovo što sam naveo onda slijedi jedna stara bosanska a to je ” pametnom je išaret dosta ” .	0			
Tek kad sam došao do epizode 7 , prièa mi je postala zanimljivija jer se poèela više usredotoèivati na veliko otkrivanje sluèajeva ubojstava i glavni razlog za njih .	2			
I tako je i izašao u kina u sjeni veæih i ozbiljnijih blockubustera .	1			
Glavne uloge Glumci : Emilio Sakraya , Henriette Confurius , David Ali Rashed , Oliver Masucci , Melika Foroutan , Alain Blazevic	1			
Datum izlaska : 7 .	1			
U meðuvremenu , Clive Babineaux ( Malcolm Goodwin – Freelancers , Breakout Kings TV series ) bio je detektiv za ubojstvo u policijskom odjeljenju u Seattlea.U toku svojih istraga , zatražio bi pomoæ od kancelarije ME o uzroku smrti ili drugim informacijama o žrtvama .	1			
Johnson , plus Tyroneovi roditelji i Tandyna majka .	1			
Glavne uloge : Rose McIver , Malcolm Goodwin , Rahul Kohli	1			
Topao i prijatan , ‘ Peanuts Movie ’ je veæinom za malu djecu , ali može poslužiit kao zabavna lekcija i za odrasle .	2	1	0.22297245933567217	2
Širom svijeta je zaradio preko 430 miliona ( skoro 100 više nego prošli ) na budžet od 80 miliona .	2			
Trajanje Epizode : 39 min	1			
Zajedno su nastavili svoj put prema gradu Ozu .	1			
Tako dobiva “ PROMJENU ODOBRENJA ! ” .	1			
Film su režirali dvojac Anthony i Joe Russo , koji su veæinom radili na serijama , ali i zajedno komediju ‘ You , Me and Dupree ’ , ne baš toliko poularnu .	1			
Ocjena 2,5 / 5	1			
Doubtfire ’ , ‘ Rent ’ , ” Hary Potter ” i to èak dva dijela , ” Stepmother ” i još neki ne toliko kvalitetni poput ‘ Nine Months ’ , ” Volim te Beth Cooper ’ itd .	1			
Koja je , naravno , njegova glavna svrha , ali je uspela da kontinuirano povlaèi fokus s likova .	2	1	0.11521864140062632	1
ova strana prièa bila je prilièno izvan mjesta .	0	1	0.14269656590525368	0
Lipanj 2016 .	1			
Prica se podijeljena izmeðu sluškinje i flashbackova , koji pokazuju vrijeme kada su graðanske slobode zena bile uklonjene i svi su mislili da je to nešto sto æe proæi .	1			
Meðutim , kasnije , prièa se razvijala u nešto manje zanimljivo i postalo je sporije .	0	1	0.13314253101642895	0
Ovaj je film bio sve èemu sam se nadao u filmovima superjunaka .	2			
Max Lawson ( Jim Sturgess – 21 , Cloud Atlas etc ) koji je bio Jakeov brat i koji je sada bio zapovjednik , dobio je dužnost predsjednika Palma ( Andy Garcia – The Godfather Part III , Ocean ’ s Eleven trilogy etc ) da otkrije problem .	1			
Barem kad vidimo horizont ili pratimo likove na ulicama , sve izgleda jako slièno sci-fi klasiku Ridley Scott .	1			
S obzirom da je rijeè o filmu koji je baziran na istinitom dogaðaju , na samom kraju imat æete uvid u pravo putovanje djevojke po imenu Robyn , pa ako vas imalo bude zanimalo to sve , proguglajte .	1	0	0.2989889739068758	1
Netflixov preokret za sezonu 1 takoðer je prilièno dobar i iako ima puno znakova ovdje za pamæenje , Elite èini dovoljno da vas vrati u seriju , a da ne izazove previše zbrke nakon višegodišnje stanke s ekrana .	2	1	0.22183884434824144	2
Ili želite neprekidnu akciju , onda vas možda neæe u potpunosti zadovoljiti .	0	1	0.07880954840479491	0
U zakljuèku neæu biti naroèit sentimentalan , niti predug i preopširan jer na meni je ostalo da vas pozovem da pogledate film ali ako prethodno uzmete za rezervu da vas neæe oduvati , rasplakati , nasmijati do suza i zapaliti krv u vama .	1			
) , Wall ( Ólafur Darri Ólafsson ) i Toshi ( TV serije Masi Oka – Heroes , Hawaii Five O serije i sl . ) .	1			
Kreator : Ken Woodruff	1			
Ali ako ste se nadali puno rješavanja misterija , ovo vas možda ne bi uistinu zadovoljilo .	0	1	0.19521175660901624	0
Tako ja barem praktikujem .	1			
Trajanje filma : 01 : 00 : 00	1			
Sijeèanj 2016 .	1			
Koliko æe zaraditi , nije neka misterija , vjerovatno hiljadu dvije a koliko je koštao , po mojoj slobodnoj pretpostavci , možda pola miliona dolara .	1			
iBoy ( 2017 )	1			
Sretno gledajuæi ! ! !	2	1	0.08774994828552861	1
Sada , povedena hrabrošæu , želi spasiti Peetu i podstaknuti naciju na pobunu protiv Kapitola .	1			
Ipak nema tu sreæu ko prvi dio ‘ Paranomalnog ’ .	0			
Jurassic World	1			
Nema se tu u mnogo šta biti upuæen iako je mnogo kompleksniji i komplikovaniji za razliku od prošlog filma i mnogo mraèniji , valjda zbog negativca , ali èitava stvar je ublažena ulogama Simona Pegga i Ving Rhamesa koji donose neki komièni ton filmu i èine ga gledljivim i za djecu .	1	0	0.1157534496261348	2
Jasno je da æe biti nekoliko žrtava , ali možda se razoèarate u njihov redoslijed .	0	1	0.14114320845837933	0
Redatelj : Carlton Cuse , Graham Roland	1			
Godina 2015	1			
Likovi su ovdje slojeviti , jedinstveni , zanimljivi i beskrajno zabavni .	2	1	0.28193909881660667	2
To je najjednostavnije reèeno , vjerujte .	1			
Do krajnjeg cilja naiæi æe na par gradova koji se bore sa preživljavanjem , te kultom koji sebe naziva “ bratstvo ” te koji gaji antipatije prema kršæanstvu , portretirajuæi trenutnu situaciju kao konaèni božji potez da uèini nešto radikalno , pa umjesto da ubija mutirajuæe beštije , kult se bavi ubijanjem i muèenjem ljudi .	1			
Uskoro mogu dugo vremena disati pod vodom , ne osjeæaju hladnoæu i imaju svoje oèi prilagoðene da vide na razlièitim svjetlosnim razinama .	1			
Temeljem klasiène franšize video igara istog imena , a napisao ga je Warren Ellis , ovo je možda najsavremenija adaptacija video igrica svih vremena .	2			
) .	1			
Ocjena : 7 / 10	1			
Na neki naèin , uvjeravam vas da æe puno onih ljudi koji vole ove tipove animiranih filmova uživati u onome što dobivaju .	1			
Ova zamena bi potencijalno mogla predstavljati parodiju na poteškoæe zapadnog èoveka da vizuelno razlikuje azijate , te da se zamena neæe ni primetiti , èak ni kada su oni suprotnog pola .	1			
Žanr : Akcija , Avantura , SF	1			
Tokom putovanja , pronašla je èovjeka koji je bio obješen poput strašila ozlijeðen od strane nekih ljudi .	1			
” Peti val ” je još samo jedna u nizu bljuvotina amerièke kinematografije .	0			
Specijalnih efekata nije bilo previše jer njihove moæi nisu bile takve vrste za koje su potrebni najbolji vizualni efekti .	1			
Poèetni dio filma bio mi je malo izazovan jer nije bilo jasno ko su ljudi .	0	1	0.1730795012514304	0
I sad se približavamo onome što sam prethodno spomenuo … vizualno ovo ima puno sliènosti s “ Blade Runner ” .	1			
Priznajte , sve se ovo nekako spontatno desilo , ali ideja ” Proèišæenja ” je zaživila te je bilo itekako jasno da film treba posmatrati iz više perspektiva i da je ovo jedna višeslojna prièa koja zapravo na jedan , nimalo suptilan naèin , oslikava Ameriku , politiku oružja u SAD-u i kriminalne radnje koje su tamo svakodnevnica .	1	2	3,86E+01	2
Kolovoz 2014 .	1			
DonLP : fantazija	1			
Zemlja : SAD	1			
Scene su moæne i kao što rekoh gotovo nezemaljske .	2	1	0.18174325150733228	2
Ona najava , zatim radnja koja me zaintrigirala i bogat kasting koji je samo èekao da bude pogledan .	2	1	0.12943423154407063	2
Otkad postoje rijeèi , postoje psovke , rijeèi koje odreðeni podskup stanovništva smatra uvredljivima .	1			
Dvojica tinejdžera udružuju se sa kæerkom kreatora horor prièa R.L .	1			
Uz nevjerojatnu Freudovu i medijsku pomoæ , Kiss se svim silama trudio riješiti ih pokušavajuæi se riješiti duhova iz svoje prošlosti .	2	1	0.20721390357443498	1
Jeff Nichols je reditelj filma i pored ovog , snima još jedan film za ovu godinu , ” Loving ” , a u karijeri ima poznate naslove ” Mud ” , ” Take Shelter ” i ‘ Shotgun Stories ’ .	1			
Profesor Collingwood , koji je više nego malo ljut , misli da zna kako promijeniti èovjeka kako bi mogli živjeti na Titanu .	1			
Kao obožavatelju Sherlocka Holmesa , zaintrigiralo me saznati ovu najnoviju adaptaciju koja se više usredotoèila na Neregulare nego na samog Holmesa .	2			
